building_name_en,mean,count,std,ci95_hi,ci95_lo
Raffles The Palm Dubai,44130.94,65,1674.76,44538.08,43723.79
AL HELAL AL ZAHABY BUILDING 2,6957.29,65,1272.73,7266.7,6647.88
THE POLO RESIDENCE - C3,10805.16,65,2622.6,11442.74,10167.59
Azizi Riviera 44,19419.57,65,2817.68,20104.57,18734.57
TOWN SQUARE ZAHRA BREEZE 4B,9960.07,65,1404.53,10301.52,9618.61
P05,5887.82,65,1735.73,6309.79,5465.85
CASCADE MANOR,15370.64,65,7406.91,17171.32,13569.96
Golf Promenade 5 - B,12405.61,65,11.29,12408.35,12402.86
YANSOON 1,16953.72,65,5998.49,18412.0,15495.44
D22,9028.83,65,1392.72,9367.41,8690.25
Summer at Creek Beach Building 3,15473.53,65,1992.69,15957.97,14989.09
Q GARDENS BOUTIQUE RESIDENCES - BLOCK A,9409.36,65,1612.06,9801.26,9017.45
Grove at Creek Beach Building 3,19057.92,64,3114.43,19820.96,18294.89
YANSOON 8,16010.84,64,5010.85,17238.5,14783.19
MON REVE,16477.97,64,2357.4,17055.53,15900.4
Frond/JHFTD,10641.77,64,2610.76,11281.4,10002.13
MADISON COLUMBUS,10262.01,64,3381.42,11090.46,9433.56
JOURI-2 Block A,7027.12,64,1488.5,7391.8,6662.43
JOURI 3 BLOCK C,8385.58,64,2903.33,9096.9,7674.27
NOOR 4,11988.58,63,785.81,12182.63,11794.53
AMBER,11691.18,63,0.03,11691.19,11691.17
Creek Beach - Rosewater - Building 1,20794.26,63,2847.08,21497.31,20091.21
I11,5734.63,63,999.86,5981.53,5487.73
Souk Al Warsan Townhouses-A,5284.05,63,970.72,5523.76,5044.35
The Fairways Loft Apts,11579.04,63,3646.73,12479.55,10678.53
THE POLO RESIDENCE - E2,9525.98,63,3122.34,10297.0,8754.96
Celestica,12435.24,63,1887.79,12901.4,11969.07
Lotus at Creek Beach Building 2,18020.76,63,1099.97,18292.38,17749.13
Reliance 6,11136.07,63,5261.85,12435.42,9836.73
Azizi Riviera 24,15755.7,62,4070.03,16768.82,14742.59
AL RAMTH 1,8514.83,62,2004.83,9013.87,8015.78
AL RAMTH 67,9293.03,62,2445.9,9901.87,8684.2
EMPIRE HEIGHTS PODIUM,11387.0,62,6547.19,13016.73,9757.27
Emaar Square Bldg 4,23789.94,62,11744.64,26713.42,20866.46
Surf at Creek Beach Building 1,15400.35,62,1614.73,15802.29,14998.41
MISKA 1,18524.25,62,6251.17,20080.3,16968.21
Al Falak Residence,8528.16,62,1382.49,8872.29,8184.03
Al Jazi 4,22943.08,62,2699.46,23615.03,22271.13
Q01,5990.21,62,1909.41,6465.5,5514.92
The Cove II Building 11,24372.1,62,2327.14,24951.37,23792.83
Mazaya 21,6746.33,62,2014.29,7247.73,6244.94
Lamaa 4,23403.4,62,2350.59,23988.51,22818.29
THE POLO RESIDENCE - B5,10306.57,62,2945.4,11039.74,9573.4
BUILDING A,7782.3,62,0.21,7782.36,7782.25
Golf Promenade 5 - A,11035.1,61,905.03,11262.22,10807.98
ZaZEN ONE,9900.86,61,696.37,10075.62,9726.11
The Cove II Building 8,22605.76,61,2758.89,23298.11,21913.41
SOUTH RESIDENCES,12135.52,61,781.08,12331.53,11939.5
ROXANA RESIDENCE - D,8142.77,61,1950.7,8632.31,7653.24
THE POLO RESIDENCE - E3,9555.45,61,3208.36,10360.6,8750.3
FARAH TOWER 5,7037.18,61,2185.79,7585.7,6488.65
Breeze at Creek Beach Building 3,15870.07,61,2214.85,16425.9,15314.25
CROESUS,5280.09,61,2592.08,5930.58,4629.6
Y26,5491.99,61,1243.62,5804.09,5179.9
WEST BAY TOWER,11332.91,61,3234.34,12144.57,10521.24
CENTER COURT,10803.67,61,1501.35,11180.44,10426.9
K16,5489.22,61,896.87,5714.3,5264.15
The Cove II Building 7,22733.22,61,2920.8,23466.2,22000.24
iDubai,52374.06,61,52674.55,65592.86,39155.26
Madinat Jumeirah Living Lamtara 1,27789.34,61,9156.91,30087.28,25491.39
METROPOLIS LOFTS 1,7972.78,61,1199.54,8273.81,7671.75
Maimoon Gardens Tower B,17410.24,61,745.92,17597.43,17223.05
PARK LANE,7832.28,61,1479.34,8203.52,7461.04
Lotus at Creek Beach Building 3,17772.13,61,1900.67,18249.1,17295.15
PISA RESIDENCE TOWER,12091.65,61,3133.04,12877.89,11305.41
PRODIGY 3,8465.73,61,1540.66,8852.36,8079.1
DANA ROYALE TOWER 1,20648.74,60,3565.67,21550.98,19746.5
PARK VILLE 07,5904.48,60,1044.94,6168.88,5640.07
Jadeel 2,21884.82,60,3817.07,22850.67,20918.97
Daytona House,9243.11,60,3006.13,10003.77,8482.46
Azizi Riviera 41,18609.39,60,2144.62,19152.06,18066.73
Dream Square ,10039.27,60,2201.95,10596.44,9482.1
The Pulse Residence Plaza B8,8301.87,60,787.38,8501.1,8102.63
AL RAMTH 15,11547.14,60,993.96,11798.64,11295.63
Summer at Creek Beach Building 4,15000.07,59,1440.12,15367.55,14632.6
Claren PD,21462.86,59,10265.7,24082.36,18843.36
The Residences,17175.63,59,3612.19,18097.36,16253.91
Jadeel 1,21866.0,59,2568.67,22521.45,21210.56
THE POLO RESIDENCE - B4,10408.63,59,2783.92,11119.01,9698.26
MAZAYA 11,6941.49,59,1782.07,7396.22,6486.76
Orchid at Creek Beach Building 2,17596.51,59,1334.13,17936.94,17256.08
Reliance 2,8779.54,59,3133.37,9579.09,7980.0
THE POLO RESIDENCE - B2,9156.42,58,3757.05,10123.34,8189.51
Golden Wood Views-1,11001.33,58,932.15,11241.23,10761.44
NOOR 2,12692.73,58,881.23,12919.52,12465.93
Citywalk Residential Building 11A,14614.51,58,5572.17,16048.57,13180.45
The Wings - B,7972.74,58,1181.98,8276.94,7668.55
E27,9405.44,58,1259.54,9729.59,9081.28
Q GARDENS BOUTIQUE RESIDENCES - BLOCK B,9529.24,58,1563.05,9931.51,9126.97
L08,6461.86,58,529.09,6598.03,6325.69
Frond/JHFTA,10828.76,58,2379.8,11441.23,10216.29
Global Royal Tower,10425.8,58,3563.04,11342.79,9508.81
MARIA TOWER,8138.88,58,1381.19,8494.34,7783.42
I12,5487.41,58,736.83,5677.04,5297.78
Serenia Living - Tower 2,33179.57,58,4735.07,34398.19,31960.95
CLUB VISTA MARE,21252.92,58,4015.83,22286.44,20219.4
Bluewaters Residences 1,26642.19,57,12838.3,29975.12,23309.26
Binghatti West Boutique Suites,5201.6,57,994.59,5459.81,4943.4
AL RAMTH 21,9704.95,57,2542.86,10365.1,9044.81
BUILDING N,6458.44,57,0.58,6458.59,6458.29
CONDOMINIUM,17611.21,57,4557.63,18794.41,16428.01
UNIVERSAL TOWER,8324.3,57,1648.72,8752.33,7896.28
Jouri-2 Block C,7150.13,57,1472.62,7532.44,6767.83
CF8,22117.28,57,1705.23,22559.97,21674.59
REGENT COURT,9186.77,57,1520.75,9581.57,8791.97
C3,24097.1,57,87763.46,46881.22,1312.97
AL RAMTH 13,11503.74,57,1111.91,11792.4,11215.07
AL RAMTH 5,11162.28,56,1015.04,11428.14,10896.43
C2,12929.77,56,2585.94,13607.07,12252.47
Multaqa Avenue 4,13353.83,56,1036.31,13625.26,13082.41
Easy 19,7731.57,56,1125.93,8026.47,7436.67
CF 5,21879.41,56,2078.56,22423.81,21335.0
O10,17897.28,56,2756.84,18619.34,17175.22
Prodigy 5,9698.94,56,2176.93,10269.11,9128.76
BUILDING K,6329.21,56,0.17,6329.25,6329.16
DEZIRE RESIDENCES,10003.47,56,2453.02,10645.96,9360.99
THE POLO RESIDENCE - E1,10060.53,55,2865.32,10817.8,9303.27
Jouri-2 Block B,7591.15,55,1123.27,7888.01,7294.28
THE POLO RESIDENCE - C4,10352.33,55,3150.78,11185.04,9519.62
AL SAAHA,24854.8,54,8868.7,27220.28,22489.33
The Community,14480.4,54,1709.68,14936.41,14024.39
BV RESIDENCES 2,43876.61,54,18211.67,48734.07,39019.16
B2,9531.51,54,1949.38,10051.45,9011.57
One Za'abeel Tower,57887.23,54,2263.64,58490.99,57283.47
AL THAMAM 14,8903.15,54,1149.85,9209.84,8596.46
Citywalk Residential Building 21A,16640.75,54,2210.19,17230.26,16051.24
Azizi Berton,11676.07,54,2574.89,12362.85,10989.29
ROXANA RESIDENCE - A,7222.4,54,1769.97,7694.49,6750.31
Azizi Riviera 38,16880.55,54,2610.07,17576.72,16184.39
Qamar 1,12185.5,53,830.02,12408.97,11962.04
AL RAMTH 7,11013.61,53,1417.77,11395.31,10631.91
Golf Views Block B,10812.3,53,2831.92,11574.73,10049.87
MODELUX TOWER 1,7617.96,53,1977.51,8150.36,7085.56
TORINO BY ORO24 - 2,11983.23,53,802.78,12199.36,11767.1
E15,8556.81,52,1287.52,8906.76,8206.86
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 25",18234.14,52,638.73,18407.75,18060.54
Azizi Riviera 2,17268.58,52,5543.83,18775.41,15761.75
MANARA 3,10226.3,52,4136.12,11350.51,9102.09
Azizi Riviera 29,15552.05,52,2458.03,16220.15,14883.95
The Cove II Building 10,24217.84,52,2385.45,24866.21,23569.46
THE POLO RESIDENCE - A2,8826.76,52,3955.18,9901.8,7751.73
Le Ciel ? Building 1,32507.03,52,7282.93,34486.55,30527.51
Celia Residence,12042.9,52,945.61,12299.92,11785.88
Celadon 1,20339.5,52,2333.94,20973.87,19705.12
DUNES 10,6061.9,52,1210.54,6390.93,5732.87
J5,14150.24,52,2593.18,14855.07,13445.4
JANAYEN AVENUE 2,11073.66,51,1624.43,11519.49,10627.83
The Cove II Building 5,22617.01,51,2797.01,23384.66,21849.36
PARADISE ONE,11224.07,51,3216.3,12106.8,10341.34
Bahia 2,10767.25,51,3440.25,11711.45,9823.06
C10,7222.63,51,1704.52,7690.44,6754.82
U-BORA TOWER 4,15187.53,51,4459.09,16411.35,13963.71
Bayshore at Creek Beach Building 1,15507.48,51,1929.71,16037.1,14977.86
SAMANA MIAMI,14312.03,51,2176.06,14909.26,13714.8
KENSINGTON WATERS B,16285.36,51,963.39,16549.77,16020.96
Citywalk Residential Building 18A,17026.02,51,1100.83,17328.15,16723.89
THE POLO RESIDENCE - A1,10028.91,51,2948.11,10838.03,9219.79
Azizi Riviera 25,15401.06,50,1514.48,15820.86,14981.27
MARINA HOMES,12051.16,50,3469.78,13012.93,11089.38
NASAYEM AVENUE 3,12030.16,50,991.93,12305.11,11755.21
STERNON TOWER 1,8414.44,50,1450.38,8816.46,8012.41
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 6",18154.84,50,798.68,18376.23,17933.46
S3-03A4,9959.75,50,1806.77,10460.56,9458.94
Azizi Riviera 21,16894.18,50,5068.89,18299.21,15489.16
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 8",16670.69,50,125.67,16705.52,16635.86
La Voile - Building 3,19926.8,50,2624.46,20654.26,19199.34
AL THAMAM 11,8719.12,50,1634.44,9172.16,8266.08
Grove at Creek Beach Building 2,16123.25,49,1511.58,16546.49,15700.0
DHCC-IBN SINNA BLDG.#27,9991.61,49,4923.44,11370.18,8613.05
GARDENIA 1&2,9094.33,49,2821.22,9884.28,8304.39
Prodigy2,9182.29,49,2596.76,9909.38,8455.2
CF7 - A,21364.0,49,2633.72,22101.44,20626.56
Taraf 2 Residence,10091.61,49,992.59,10369.54,9813.69
NB Residences 2,22264.92,49,6963.47,24214.69,20315.15
THE POLO RESIDENCE - C7,10951.06,49,2368.35,11614.19,10287.92
Qamar 4,11646.85,49,1227.03,11990.42,11303.28
V16,6177.77,49,2445.84,6862.6,5492.93
Jouri 4 Block B,7946.15,49,1500.77,8366.37,7525.94
Sunset at Creek Beach Building 1,15415.41,49,2401.58,16087.85,14742.97
The Cove II Building 6,21031.56,49,996.79,21310.66,20752.46
GR GT CANAL VILLAS T2,12002.7,49,3605.34,13012.2,10993.21
H11,9012.97,48,1749.27,9507.84,8518.1
THE POLO RESIDENCE - D6,8487.29,48,3140.22,9375.66,7598.92
The Bay,14161.52,48,2269.34,14803.52,13519.53
Jouri 6 Block A,7430.82,48,1508.42,7857.55,7004.08
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 7",19224.11,48,691.0,19419.59,19028.63
DUNES 13,6186.27,48,1649.19,6652.83,5719.71
Celadon 3,20017.4,48,2508.81,20727.15,19307.65
Erin,27811.86,48,4061.21,28960.78,26662.93
Luma22 - East Tower,12723.57,48,1252.91,13078.02,12369.12
KAMOON 4,17887.14,48,7132.24,19904.86,15869.42
AL RAMTH 11,11357.17,48,944.01,11624.24,11090.11
PENTOMINIUM TOWER A,18631.01,48,4994.08,20043.84,17218.18
ALWAN RESIDENCE 1,7128.76,47,1330.7,7509.2,6748.31
La Voile - Building 2,22267.79,47,5366.06,23801.92,20733.66
RUKAN RESIDENCE - BUILDING 3,9376.66,47,1158.67,9707.92,9045.4
DAR AL JAWHARA ,8087.18,47,906.78,8346.42,7827.93
Artistic Heights,7677.41,47,871.35,7926.52,7428.29
Jouri 4 Block A,7482.93,47,1595.47,7939.07,7026.79
AL HASEEN RESIDENCES,9644.74,47,1187.26,9984.18,9305.31
The Pulse Residence (A1),7860.91,47,1015.61,8151.27,7570.55
Citywalk Residential Building 18B,17524.29,47,1714.48,18014.45,17034.12
THE RESIDENCE,6698.12,47,1108.97,7015.17,6381.07
AL RAMTH 9,11129.36,47,1351.6,11515.78,10742.95
THE POLO RESIDENCE - E4,10801.64,47,2927.09,11638.48,9964.8
Sun Point Dubai B,10817.49,47,2543.09,11544.54,10090.43
10 Tower,10471.15,46,1010.0,10763.03,10179.28
The Pinnacle,15539.95,46,3417.25,16527.49,14552.41
CASCADE VILLE,17019.89,46,3402.78,18003.24,16036.53
Jouri-5 Block C,7282.82,46,1176.36,7622.77,6942.86
C8,6680.31,46,1786.51,7196.59,6164.04
CF 3,19403.16,46,229.87,19469.59,19336.73
THE POLO RESIDENCE - D5,11162.53,45,2032.79,11756.47,10568.6
CLOUD B,12282.41,45,707.02,12488.98,12075.83
Marquis Signature,11590.44,45,595.11,11764.32,11416.56
Palm View,22858.61,45,3247.08,23807.35,21909.88
Jouri-6 Block C,7816.41,45,1631.62,8293.14,7339.68
MARINA DIAMOND - B,8633.45,45,5378.69,10204.99,7061.91
Jouri-5 Block A,8179.85,45,2128.63,8801.79,7557.9
S1-10B6,8767.1,45,1155.37,9104.68,8429.53
GATEWAY EAST 1,13537.1,45,668.73,13732.49,13341.71
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 1",18451.71,44,3586.7,19511.51,17391.91
Lotus at Creek Beach Building 4,17117.95,44,1612.96,17594.55,16641.35
AL DUAA RESIDENCE,18119.36,44,1123.56,18451.35,17787.36
MARINA PROMENADE RETAIL,15609.17,44,1771.07,16132.49,15085.86
WAVE RESIDENCE,18807.98,44,3224.41,19760.73,17855.22
Desert Rose B,5453.08,44,1488.89,5893.02,5013.14
Azizi Riviera 36,19178.37,44,2396.94,19886.62,18470.12
GHAPH STUDIO,7249.88,43,1532.53,7707.95,6791.81
GREEN COMMUNITY WEST - EXTENSION - PHASE III,7439.66,43,666.22,7638.79,7240.53
GOLF VILLAS,10627.27,43,3169.73,11574.69,9679.85
THE ONYX RETAIL,12050.57,43,11912.62,15611.22,8489.92
CF 1,21497.38,43,4107.95,22725.24,20269.53
MAK STAR,8210.52,43,94.93,8238.89,8182.14
MANARA 1,11074.61,43,3242.28,12043.72,10105.5
Marsa Plaza - Core 2,15754.3,43,2353.62,16457.79,15050.81
MANAZEL AL KHOR,17310.07,43,5250.4,18879.4,15740.74
YANSOON 9,18230.5,43,7942.42,20604.47,15856.53
C1,10684.68,43,2233.55,11352.28,10017.08
APEX ATRIUM,8290.86,43,2688.97,9094.59,7487.13
AVANOS,9695.05,43,692.39,9902.01,9488.1
GARDEN APARTMENTS WEST F,8763.03,43,3469.8,9800.15,7725.92
Citywalk Residential Building 12,15518.1,43,3083.02,16439.61,14596.6
THE PORTMAN,12857.08,43,953.01,13141.94,12572.23
ABBEY CRESCENT 2,6764.48,43,1461.46,7201.3,6327.65
Profile Residence,8690.96,43,1294.96,9078.02,8303.9
Azizi Riviera 30,14316.86,42,2239.47,14994.15,13639.57
GATEWAY WEST 1,13972.79,42,662.17,14173.05,13772.53
Volante,27039.4,42,8703.26,29671.56,24407.23
Qamar 10,11427.45,42,1139.44,11772.05,11082.84
Celadon 2,20271.6,42,1696.18,20784.58,19758.61
THE COVE Building 3,17582.15,42,3960.15,18779.84,16384.46
RESCOM TOWER (OFFICES),12554.23,42,2191.94,13217.15,11891.31
BV RESIDENCES 4,46209.46,42,24256.3,53545.4,38873.52
PG Upper House,9938.84,42,417.06,10064.98,9812.71
CF7 - B,19490.98,42,2441.75,20229.45,18752.51
CLOUD A,12089.8,42,551.84,12256.7,11922.9
S3-20D5,8991.55,41,1175.72,9351.44,8631.66
MAZAYA 32,8076.15,41,4857.07,9562.91,6589.4
La Sirene - Building 3,23373.67,41,2654.96,24186.36,22560.98
ZUBAIDA RESIDENCY,6175.24,41,1183.58,6537.54,5812.95
ATLANTIC TOWER 1,12400.15,41,3723.26,13539.84,11260.46
PALAZZA ARABIA,18436.06,41,270.65,18518.91,18353.22
Qamar 5,12089.09,41,1158.65,12443.76,11734.43
Vida A - The Hills,18108.74,41,3943.99,19316.0,16901.48
BUILDING G,7154.79,41,0.24,7154.86,7154.71
Nicholas Residence,10107.01,41,1495.57,10564.8,9649.21
YUVI RESIDENCES,17600.2,41,1872.42,18173.35,17027.05
THE POLO RESIDENCE - D2,9835.82,41,3776.39,10991.78,8679.87
THE POLO RESIDENCE - E5,9802.45,40,2731.65,10648.99,8955.9
PLAZZO HEIGHTS,11331.29,40,2033.77,11961.56,10701.02
D25,9259.54,40,1161.61,9619.53,8899.56
Flamingo Residence,11430.4,40,525.42,11593.23,11267.57
MYKA Residence,12702.41,40,2599.13,13507.89,11896.93
S3-04A5,8695.64,40,1659.06,9209.78,8181.49
EDISON HOUSE,7745.51,40,472.72,7892.0,7599.01
Seascape - Building 3,18867.02,40,815.77,19119.83,18614.22
V2,8534.35,40,972.94,8835.86,8232.83
MANARA 6,10605.44,40,3559.68,11708.59,9502.28
PIER 8,13393.36,40,5565.03,15117.98,11668.74
THE POLO RESIDENCE - D3,10852.89,40,2460.9,11615.53,10090.25
La Sirene - Building 1,23045.47,40,3846.86,24237.63,21853.32
CF 4,19542.99,40,467.94,19688.01,19397.98
Park Vista,9490.4,39,1490.68,9958.26,9022.55
La Sirene - Building 5,23548.99,39,2719.31,24402.45,22695.53
ALTIA RESIDENCE,8167.06,39,1478.95,8631.23,7702.89
C9,9657.99,39,1551.14,10144.82,9171.17
Al Badia Hillside 6,10776.86,39,3289.38,11809.24,9744.49
Multaqa Avenue 2,13746.6,39,669.12,13956.6,13536.6
Azizi Riviera 40,17357.09,39,2333.77,18089.55,16624.63
D26,8682.85,39,1773.18,9239.36,8126.33
Le Pont - Building 2,25777.0,39,5177.06,27401.83,24152.17
Qamar 3,12561.27,39,1754.14,13111.81,12010.73
Harbour Views Podium,14414.42,39,2412.43,15171.56,13657.28
D16,8746.29,39,1945.14,9356.77,8135.8
S3-08A4,11899.19,39,2824.5,12785.66,11012.72
Sunset at Creek Beach Building 3,14279.25,39,1772.94,14835.69,13722.81
Creek Beach - Rosewater - Building 3,17426.94,38,1287.05,17836.16,17017.71
N 05,4581.83,38,946.11,4882.65,4281.01
AL THAMAM  4,8965.77,38,1338.11,9391.23,8540.31
CANADA BUSINESS CENTER,8945.74,38,2998.21,9899.03,7992.44
Souk Al Warsan Townhouses-C,5742.77,38,6641.39,7854.43,3631.11
S8-04A5,1931.22,38,207.9,1997.32,1865.11
THE 118,27139.32,38,6457.09,29192.38,25086.26
GARDEN APARTMENTS WEST H,8114.2,38,4956.11,9690.02,6538.38
Qamar 6,12179.79,38,994.47,12495.98,11863.59
V19,3838.66,38,941.44,4138.0,3539.33
RITAJ K,16654.12,38,2777.22,17537.15,15771.09
C13,7025.17,38,1493.69,7500.09,6550.24
The Community Motor City,11548.67,38,1577.18,12050.14,11047.2
THE POLO RESIDENCE - C1,10896.64,38,4586.17,12354.83,9438.44
H31,8310.91,38,1911.26,8918.6,7703.22
EAST GATE 1,13283.74,37,790.0,13538.29,13029.18
Seascape - Building 2,19811.9,37,1106.04,20168.29,19455.5
Sobha Hartland - The Crest Tower D,21806.59,37,1651.55,22338.76,21274.43
C7,8648.99,37,2189.55,9354.51,7943.47
ROXANA RESIDENCE - C,7576.3,37,1938.95,8201.07,6951.52
VILLA CARIA B,7548.39,37,2933.14,8493.51,6603.26
Reliance 3,9356.92,37,488.58,9514.36,9199.49
LA VISTA 5,9703.24,37,95.61,9734.05,9672.43
LA RESIDENCE,10863.68,37,3904.68,12121.86,9605.51
Jouri-5 Block B,8065.46,37,2024.53,8717.81,7413.11
Celestial Heights Capella ,9508.33,37,377.37,9629.92,9386.73
S4-24C6,11358.75,37,1322.44,11784.87,10932.63
BELLATORA RESIDENCES,34824.56,37,1410.94,35279.2,34369.92
WESTON COURT 2,8070.06,37,154.12,8119.73,8020.4
WEST GATE 4,12646.21,37,903.68,12937.4,12355.02
Azizi Riviera 45,18699.73,37,1893.39,19309.82,18089.64
BUILDING Q,6329.25,36,0.25,6329.33,6329.17
D21,6713.43,36,1231.8,7115.82,6311.05
Breeze at Creek Beach Building 1,13544.79,36,1324.69,13977.52,13112.05
SOLITAIRE CASCADES,8146.54,36,1940.32,8780.38,7512.7
Al Ghaf 1,9934.93,36,1621.01,10464.46,9405.4
La Sirene - Building 4,22622.12,36,2638.61,23484.07,21760.17
MANARA 4,11656.82,36,2733.94,12549.91,10763.74
BV RESIDENCES 3,38134.54,36,18959.42,44327.95,31941.13
Le Ciel ? Building 3,25886.14,36,4227.78,27267.22,24505.07
Sunset at Creek Beach Building 2,15358.17,36,2847.95,16288.5,14427.84
DEYAAR PARK A2,12398.59,36,1021.26,12732.2,12064.97
Grove at Creek Beach Building 4,18653.72,36,2660.46,19522.81,17784.64
Grove at Creek Beach Building 1,16661.55,36,899.76,16955.47,16367.63
S4-20C6,11514.2,36,1286.21,11934.37,11094.04
La Sirene - Building 2,24050.92,36,3092.26,25061.06,23040.78
CAYAN CANTARA - SA,13848.77,35,998.69,14179.63,13517.9
EAST GATE 2,11618.81,35,184.51,11679.94,11557.68
S4-12B7,11297.85,35,1435.72,11773.5,10822.19
LES VERTES,8629.09,35,941.76,8941.1,8317.09
Citywalk Residential Building 13B,18124.78,35,4384.34,19577.31,16672.25
PLAZA BOUTIQUE - 3,8946.04,35,2788.19,9869.77,8022.32
Azizi Riviera 39,17285.77,35,1768.88,17871.8,16699.74
BAY CENTRAL 3,15318.32,35,5669.51,17196.63,13440.01
D17,9025.69,35,1063.64,9378.08,8673.31
Souk Al Warsan Townhouses-G,5276.45,34,789.65,5541.88,5011.01
Sunset A,6472.4,34,1255.02,6894.26,6050.54
May Residence Tower 2,8057.44,34,1732.09,8639.66,7475.22
Dubai Marina Quays Villas3,10791.89,34,2699.87,11699.42,9884.36
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 28",20831.83,34,2439.94,21651.98,20011.67
TERHAB HOTEL & TOWERS - TOWER 2,21469.92,34,1741.47,22055.29,20884.55
WESTON COURT 1,8045.77,34,31.27,8056.28,8035.26
C33,6206.27,34,2703.96,7115.18,5297.37
AL BADIA RESIDENCES BUILDINGS 10,9901.11,34,2772.72,10833.13,8969.1
PRUDENTIAL TOWER-2,13679.31,34,432.16,13824.58,13534.04
Rosebay Living,12505.53,34,1201.9,12909.54,12101.53
S8-03A5,1958.08,34,185.4,2020.4,1895.76
S4-25A6,11696.19,34,1500.93,12200.71,11191.67
S4-10A5,10811.53,34,1605.32,11351.14,10271.92
Image Residences Block-B,16010.68,34,752.62,16263.66,15757.69
BV RESIDENCES 5,44334.59,33,19171.52,50875.77,37793.42
Al Badia Hillside 7,11251.86,33,2752.67,12191.04,10312.67
GATEWAY WEST 2,15193.41,33,862.56,15487.71,14899.12
VILLA CARIA C,5473.91,33,1254.4,5901.9,5045.92
Emaar Square Bldg 3,11478.11,33,5331.68,13297.23,9658.98
Dream Palm Residence,20824.32,33,4884.14,22490.75,19157.89
PARK SQUARE,10534.47,33,9.74,10537.79,10531.14
NASAYEM AVENUE 2,12397.94,33,936.35,12717.42,12078.47
Burj khalifa Corporate Suites ,54590.62,33,38139.03,67603.36,41577.87
NORTH WEST APARTMENTS 3,7415.81,33,2389.9,8231.22,6600.4
Multaqa Avenue 3,13174.67,33,1031.87,13526.74,12822.61
Luxury Family Residence II,28590.49,33,2845.55,29561.37,27619.61
La Rive - Building 4,18772.15,33,1633.14,19329.37,18214.94
BV RESIDENCES 6,40904.15,32,12101.87,45097.24,36711.07
Residences_West Poduim ,20071.0,32,8852.52,23138.24,17003.76
Sparkle Tower 3,19756.99,32,3841.34,21087.95,18426.03
Le Ciel ? Building 2,27569.36,32,3674.24,28842.42,26296.3
S3-02D4,8643.82,32,1155.96,9044.33,8243.3
S4-23C5,10822.65,32,1688.99,11407.86,10237.45
PLAZA BOUTIQUE - 5,9153.01,32,3380.41,10324.26,7981.76
Dorchester Collection Dubai,45356.15,32,7117.07,47822.09,42890.21
Dubai Pearl East,16441.62,32,2051.29,17152.35,15730.88
May Residence Tower 4,8220.25,32,1464.97,8727.84,7712.67
S4-06B6,11275.56,32,1425.46,11769.46,10781.67
Samana Mykonos,16173.54,32,3118.18,17253.93,15093.15
S4-09A7,11261.2,32,1267.43,11700.34,10822.05
Miracle Residence,11089.27,32,2846.52,12075.53,10103.0
Vincitore Boulevard 1,11839.46,32,1017.09,12191.86,11487.06
The Wings - Podium,11378.75,32,2010.98,12075.52,10681.98
Al Badia Hillside 3,10501.72,32,2330.27,11309.11,9694.32
Souk Al Warsan Townhouses-E,4582.31,31,323.74,4696.28,4468.35
NORTH WEST APARTMENTS 5,9112.69,31,1376.48,9597.25,8628.13
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 2",19066.82,31,2808.27,20055.41,18078.24
PLAZA BOUTIQUE - 15,10538.14,31,3540.04,11784.33,9291.95
Monaco Residency,7128.29,31,0.03,7128.3,7128.28
Lotus at Creek Beach Building 1,17517.88,31,2223.65,18300.66,16735.1
NORTH WEST APARTMENTS 2,7589.57,31,1949.16,8275.72,6903.41
La Sirene - Building 6,23768.77,31,1810.66,24406.17,23131.37
Building 88,6229.04,31,875.21,6537.13,5920.94
NORTH WEST APARTMENTS 7,8506.65,31,1562.97,9056.86,7956.45
MAISON RESIDENCE COLLECTION,38492.29,30,2557.79,39407.58,37576.99
PLAZA BOUTIQUE - 2,8736.79,30,3611.48,10029.14,7444.44
B1,8295.62,30,1583.46,8862.26,7728.99
NB Residences 1,25790.87,30,7963.9,28640.71,22941.02
MANARA 7,9499.69,30,4027.91,10941.06,8058.32
PENTOMINIUM TOWER B,18227.5,30,3186.55,19367.79,17087.2
BNH SMART TOWER,6311.84,30,1353.57,6796.21,5827.47
GATE APARTMENTS,6739.66,30,2106.65,7493.51,5985.8
BV RESIDENCES 1,45568.15,30,23442.43,53956.91,37179.38
Vincitore Boulevard 2,12041.17,30,702.38,12292.51,11789.82
Azizi Riviera 31,15439.81,30,1246.89,15886.0,14993.61
Grove at Creek Beach Building 5,16194.02,30,1868.11,16862.51,15525.52
Dusit Princess Rijas,13450.8,30,880.81,13766.0,13135.61
Al Badia Hillside 5,10834.35,30,3186.15,11974.5,9694.2
C34,10264.72,29,3002.93,11357.68,9171.77
W-PODIUM,12739.98,29,3477.08,14005.51,11474.45
S4-19C5,10658.57,29,1579.38,11233.41,10083.73
Sensoria at FIVE LUXE,52353.42,29,5235.62,54259.0,50447.85
S4-22D5,11185.48,29,1295.27,11656.91,10714.05
