building_name_en,mean,count,std,ci95_hi,ci95_lo
P07,5797.84,137,1656.39,6075.21,5520.47
BALQIS RESIDENCE 3,18244.33,137,5493.49,19164.23,17324.42
Mazaya 2,6861.22,137,1326.24,7083.3,6639.13
Mazaya 1,6555.29,137,1485.69,6804.07,6306.51
S18,6320.13,137,1499.77,6571.27,6068.99
SHAMI TOWER,7946.41,137,2460.32,8358.4,7534.42
O07,5755.14,137,1696.07,6039.15,5471.12
E07,5927.49,137,1519.1,6181.87,5673.11
DREAM BAY,14558.98,137,3719.66,15181.85,13936.1
IC1-EMR-03,7664.16,137,1781.14,7962.42,7365.9
Le Pont - Building 3,22943.38,136,5825.44,23922.46,21964.31
BENNETT HOUSE 2,7741.84,136,2136.2,8100.87,7382.82
Bay Square - 13,12077.33,136,5894.62,13068.03,11086.63
AL RAMTH 57,10061.39,136,2085.46,10411.89,9710.89
DAMAC CITY TOWER A,26004.5,136,5467.08,26923.35,25085.66
CREEK EDGE Tower 2,17667.65,136,2869.52,18149.93,17185.37
THE ONYX - TOWER 1,13263.52,136,4224.38,13973.5,12553.53
L09,5770.59,136,1394.09,6004.89,5536.29
MED 52,7027.47,136,1550.75,7288.1,6766.84
U07,5075.44,136,1473.56,5323.1,4827.78
F16,5837.5,136,1605.89,6107.4,5567.6
WIDCOMBE HOUSE 4,7290.46,135,1942.3,7618.11,6962.82
MED 46,7424.96,135,1469.88,7672.91,7177.0
I03,5404.25,135,1619.5,5677.45,5131.06
Waves tower,15435.03,135,3058.79,15951.02,14919.04
MOG 197,8443.49,135,1942.75,8771.22,8115.77
GLOBAL POINT,7301.01,135,500.0,7385.35,7216.66
Y17,6211.0,135,1759.59,6507.83,5914.17
Y11,6401.86,135,1393.67,6636.96,6166.76
MED 51,7134.29,134,1536.47,7394.45,6874.14
Milano Giovanni Boutique Suites,10975.99,134,3706.3,11603.54,10348.45
Golf Views Block A,10431.76,134,2033.04,10775.99,10087.53
IC1-EMR-21,7659.23,134,1186.64,7860.15,7458.31
Azizi Riviera 16,15959.45,134,2302.84,16349.37,15569.54
Q04,6318.28,134,1874.52,6635.67,6000.89
WILTON TERRACES I,14095.55,134,2097.81,14450.75,13740.36
U08,5264.53,134,1442.81,5508.82,5020.24
BARTON HOUSE 2,8829.05,134,2185.56,9199.11,8459.0
Y09,6725.63,134,2415.33,7134.59,6316.67
RESORTZ RESIDENCE BLOCK 3,10378.25,133,2501.7,10803.42,9953.08
CLASSIC SOCCER TOWER,8085.19,133,2816.49,8563.87,7606.52
East40,8294.04,133,1578.44,8562.3,8025.77
The Haven Residences,10034.67,133,1573.17,10302.04,9767.31
M07,6005.4,133,1873.26,6323.77,5687.03
MARINA PARK,8310.38,133,3185.67,8851.79,7768.96
P04,5861.85,133,1542.91,6124.07,5599.62
AMAL TOWER,9359.17,133,2904.88,9852.86,8865.47
S07,4900.55,133,1275.1,5117.26,4683.85
WIDCOMBE HOUSE 1,8582.59,133,2559.68,9017.62,8147.57
Citywalk Residential Building 7,15341.41,132,3231.2,15892.64,14790.18
MISKA 2,15598.65,132,4406.42,16350.37,14846.93
IC1-EMR-15,7487.51,132,1188.45,7690.25,7284.76
ATLANTIC TOWER 2,11716.81,132,4607.61,12502.85,10930.77
ABBEY CRESCENT 1,5393.9,132,964.81,5558.49,5229.3
I13,5536.12,132,1555.39,5801.46,5270.77
SILVER STALLIONS TOWER 1,16867.57,132,1956.66,17201.37,16533.77
E05,15204.22,132,27530.06,19900.74,10507.7
IC1-EMR-20,8340.72,132,1666.41,8625.0,8056.43
2020 Marquis,9111.55,132,1207.82,9317.6,8905.5
Al Majara 3,11288.29,132,4186.62,12002.51,10574.07
MARINA RESIDENCE A,11628.73,132,2715.88,12092.05,11165.42
AZIZI TULIP,8785.67,131,1639.75,9066.47,8504.87
Mazaya 7,9398.11,131,6997.86,10596.46,8199.75
P02,6480.94,131,1436.96,6727.01,6234.86
IC1-EMR-07,7554.66,131,1924.95,7884.29,7225.02
ICD007,5075.96,131,1695.59,5366.32,4785.6
ONE AT PALM JUMEIRAH,45176.61,131,14966.28,47739.53,42613.69
NAKHEEL 2,7965.3,131,3196.75,8512.73,7417.87
C16,6183.38,131,1976.01,6521.77,5845.0
Oxford Tower,12249.19,131,4274.65,12981.2,11517.17
MAZAYA 31,6776.68,131,1414.31,7018.88,6534.49
MED 102,7005.15,131,1869.26,7325.25,6685.04
AL THAMAM 57,8214.76,131,2392.08,8624.39,7805.13
Citywalk Residential Building 19,16574.74,131,1332.53,16802.93,16346.55
AL THAMAM 51,8220.65,131,2232.59,8602.97,7838.32
K12,6058.9,131,1825.49,6371.51,5746.29
Bahar 5,5283.37,130,3509.62,5886.69,4680.06
Golf Tower,7730.59,130,2064.29,8085.45,7375.73
O04,5659.01,130,1372.27,5894.91,5423.12
O01,5815.28,130,1967.27,6153.46,5477.1
MULBERRY II at PARK HEIGHTS Building A2,12432.1,130,2701.2,12896.44,11967.75
MED 56,7082.28,130,1220.03,7292.01,6872.55
Y06,6207.02,130,1537.4,6471.3,5942.74
ALNAKHEEL 1,8302.92,130,3330.43,8875.43,7730.41
MAZAYA 29,6710.14,130,1255.25,6925.92,6494.36
Samana Park Views,12689.04,130,1887.06,13013.43,12364.64
MED 75,12884.94,129,3460.66,13482.14,12287.74
Al Andalus Building D,9936.46,129,1452.81,10187.17,9685.75
Y08,6333.47,129,2046.06,6686.56,5980.39
IC1-EMR-19,8510.98,129,2012.29,8858.24,8163.72
Madinat Jumeirah Living Lamtara 2,19649.23,129,5815.42,20652.79,18645.67
IC1-EMR-22,8198.84,129,1615.88,8477.69,7919.99
Le Reve,20100.69,129,8798.49,21619.03,18582.34
CHAMPION TOWER 3,10067.35,129,2689.56,10531.49,9603.22
K10,5824.87,129,1654.1,6110.32,5539.42
S06,5042.54,129,1659.92,5328.99,4756.09
Farah tower 1,7475.95,129,2164.08,7849.4,7102.5
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 4",16781.84,129,2484.11,17210.52,16353.16
N13,6461.23,129,2243.98,6848.47,6073.99
AL THAMAM 22,8305.93,129,1917.29,8636.79,7975.06
Q09,5216.4,129,1817.83,5530.1,4902.7
K07,5805.65,129,1445.66,6055.12,5556.17
Asayel 3,19616.13,129,3067.83,20145.54,19086.72
X10,6389.63,129,2007.91,6736.13,6043.12
S11,4955.32,129,1306.33,5180.75,4729.89
TWO TOWERS B,11984.65,128,2974.11,12499.89,11469.41
Belgravia III B,10532.95,128,1721.91,10831.26,10234.65
N04,5674.99,128,1314.08,5902.64,5447.33
OXFORD RESIDENCE,8957.47,128,2004.68,9304.76,8610.17
The Terraces N,13046.88,128,1643.46,13331.6,12762.17
MED 70,7129.83,128,1742.89,7431.77,6827.9
ALJAZ4,8418.5,128,3875.23,9089.85,7747.15
THE DUBAI CREEK RESIDENCES - NORTH TOWER 3,15077.61,128,4619.02,15877.81,14277.4
FOX HILL 5,7457.55,128,4916.62,8309.31,6605.79
ALJAZ 2,8515.77,128,5345.47,9441.83,7589.72
SHAMS,7040.57,128,1099.28,7231.01,6850.13
TOWN SQUARE - RAWDA APARTMENTS 2,9737.13,127,1795.59,10049.42,9424.84
PARK GATE RESIDENCES 2,15016.17,127,3582.73,15639.28,14393.05
Point Residencia,5961.04,127,1737.46,6263.22,5658.86
K G TOWER,9925.92,127,3907.39,10605.5,9246.34
JHCWA,11141.92,127,2805.88,11629.92,10653.92
MOG 207,10713.04,127,2994.47,11233.84,10192.24
Dune Residency Dubai,10213.05,127,600.83,10317.55,10108.56
IL Primo,39299.48,127,4032.73,40000.86,38598.1
FOX HILL 7,8117.68,127,3465.91,8720.48,7514.88
SAMANA WAVES,12877.09,127,1600.53,13155.45,12598.72
Z02,6531.54,127,2103.37,6897.37,6165.72
COURTYARD RESIDENCE 2,7862.59,126,2177.48,8242.8,7482.38
MED 94,6238.84,126,1762.46,6546.58,5931.09
ANGELICA RESIDENCE 1,8267.93,126,1814.39,8584.74,7951.12
Courtyard Residence 1,7979.64,126,2844.21,8476.27,7483.01
AL THAMAM 59,8262.39,126,2344.19,8671.71,7853.07
ALGHAF 3,7992.27,126,3269.24,8563.11,7421.42
THE COVE Building 1,20272.68,126,3807.67,20937.54,19607.82
AL THAMAM 15,8325.54,126,1675.44,8618.09,8032.99
HDS SUNSTAR,5140.22,126,835.05,5286.03,4994.41
TASAHEEL,7172.86,126,2101.97,7539.88,6805.83
SHAKESPARE,9114.79,126,1643.23,9401.72,8827.86
N12,5357.65,126,1708.49,5655.97,5059.33
La Cote ? Building 2,20149.64,126,4455.46,20927.61,19371.67
The Terraces S,12720.06,126,2184.89,13101.56,12338.55
Azizi Riviera 7,16456.51,126,5891.97,17485.31,15427.71
RESORTZ RESIDENCE BLOCK 2,9466.81,125,2720.77,9943.79,8989.84
Azizi Riviera 5,15506.13,125,3722.01,16158.62,14853.63
L12,6444.4,125,1618.48,6728.13,6160.67
F15,6523.53,125,1265.23,6745.34,6301.73
MED 93,6504.9,125,2071.97,6868.13,6141.67
AL RAMTH 26,9219.94,125,3144.61,9771.21,8668.66
Bay Square - 04,15540.18,125,5174.83,16447.37,14632.99
MAG 520,9039.84,125,1396.02,9284.58,8795.11
BD 29 BLVD PODIUM,22168.86,125,7241.36,23438.33,20899.39
MED 38,7104.12,125,1823.36,7423.77,6784.47
I08,5690.85,125,1532.05,5959.43,5422.27
Lucky 1 Residences,10196.59,125,1270.36,10419.3,9973.89
WIDCOMBE HOUSE 3,8236.58,124,2465.68,8670.57,7802.59
Sparkle Tower 2,16837.47,124,4768.59,17676.81,15998.14
ALGHAF 4,8526.63,124,3470.65,9137.51,7915.75
FERRETTI LUXURY BEACH RESIDENCE B,23309.47,124,1988.25,23659.43,22959.51
AL THAMAM 45,8307.7,124,2367.11,8724.34,7891.05
MARLOWE HOUSE 1,8123.05,124,1696.88,8421.72,7824.37
TALA 2,7168.36,124,2864.88,7672.62,6664.1
MED 77,7297.96,124,2177.97,7681.32,6914.61
L14,6125.58,123,1564.76,6402.11,5849.04
Q03,5327.5,123,1321.69,5561.07,5093.92
LOLENA,5989.74,123,2045.75,6351.28,5628.2
MOG 195,6713.55,123,1760.76,7024.72,6402.37
Westside Marina,9645.05,123,3250.09,10219.43,9070.67
X24,6421.06,123,2125.18,6796.64,6045.48
RESORTZ RESIDENCE BLOCK 1,10994.9,123,1965.27,11342.22,10647.58
AL RAMTH 43,8470.6,123,2428.2,8899.73,8041.47
Citywalk Residential Building 6B,15140.35,123,2639.74,15606.87,14673.84
MED 58,11215.96,123,3828.74,11892.6,10539.31
Azizi feirouz,8775.22,123,1844.1,9101.12,8449.31
OXFORD BOULEVARD,10764.1,123,1986.1,11115.1,10413.11
P10,5260.57,123,1096.41,5454.34,5066.8
ELYSEE II,13024.27,122,1569.57,13302.8,12745.75
PRUDENTIAL TOWER-1,9187.16,122,1316.76,9420.82,8953.5
X16,6244.71,122,1724.84,6550.78,5938.64
MASAAR RESIDENCES,8596.71,122,2059.83,8962.23,8231.19
X22,6431.28,122,2121.19,6807.68,6054.87
JHCWC,10449.06,122,2681.81,10924.95,9973.18
O06,5354.72,122,1444.84,5611.1,5098.33
THE DUBAI CREEK RESIDENCES - SOUTH TOWER 3,15143.04,122,4394.82,15922.9,14363.18
THE ZEN TOWER,9439.32,122,4275.56,10198.02,8680.62
M06,5829.75,122,1603.59,6114.31,5545.19
AL RAMTH 55,9454.96,122,3081.06,10001.69,8908.23
Binghatti Gate,7541.84,122,1378.54,7786.46,7297.22
Citywalk Residential Building 2B,17507.13,122,7069.09,18761.54,16252.72
THE STERLING WEST HOUSE,19420.21,121,5912.18,20473.66,18366.77
M-02,6312.92,121,1703.25,6616.41,6009.44
NOOR 3,12411.06,121,1088.9,12605.09,12217.04
PARK TERRACE,6835.82,121,1656.3,7130.95,6540.7
X07,6395.31,121,1617.61,6683.53,6107.08
ASHAI TOWER 5,10409.5,121,1128.12,10610.51,10208.49
Y07,5831.45,121,2027.95,6192.79,5470.1
MED 48,6826.25,121,1819.96,7150.53,6501.96
EATON PLACE,9527.15,121,2227.29,9924.01,9130.28
Joya Verde Residence Dubai,8483.92,121,1965.66,8834.17,8133.68
EMAAR TOWER 2,10366.4,120,4811.04,11227.21,9505.6
Mazaya 15,1186980.09,120,2738965.94,1677043.28,696916.9
Socio Tower 1,14790.23,120,282.41,14840.76,14739.7
GARDEN APARTMENTS,7364.87,120,1598.77,7650.93,7078.82
TOPAZ RESIDENCES 1,9107.89,120,1284.12,9337.65,8878.13
L04,5620.18,120,1484.3,5885.75,5354.6
IC1-EMR-11,7932.51,120,1224.16,8151.54,7713.48
CLAVERTON HOUSE 2,8709.66,120,2385.5,9136.48,8282.84
One Za'abeel The Residences,41934.84,120,4545.33,42748.1,41121.58
AL THAMAM 32,8446.28,120,1993.9,8803.03,8089.52
IC1-EMR-08,7816.36,120,2169.79,8204.58,7428.14
Bellevue Towers-2,18410.54,120,2700.85,18893.78,17927.29
ALJAZ3,9163.38,119,3654.69,9820.03,8506.73
MOG 188,6537.11,119,1544.84,6814.67,6259.54
PLAZZO RESIDENCE,8646.17,119,2452.39,9086.8,8205.54
IC1-EMR-04,7754.24,119,1774.95,8073.15,7435.33
MAG 515,9127.74,119,1598.37,9414.92,8840.55
ZAAFARAN 4,17775.94,119,5423.0,18750.3,16801.57
Island Park I,18279.52,119,1669.44,18579.48,17979.57
U06,4988.96,119,1240.48,5211.84,4766.08
L03,5760.66,119,1793.16,6082.84,5438.48
OLGANA,12256.2,119,5805.73,13299.33,11213.07
AL THAMAM 12,9795.59,119,3254.12,10380.27,9210.91
DT1,19502.06,119,3118.05,20062.29,18941.83
Mazaya 24,7162.58,119,1601.53,7450.34,6874.83
FOX HILL 9,7937.97,119,3562.49,8578.06,7297.89
ZANZEBEEL 2,16050.29,119,4458.76,16851.41,15249.17
IC1-EMR-23,7991.23,118,2248.98,8397.01,7585.44
INDIGO SPECTRUM 1,7573.61,118,4894.71,8456.78,6690.45
Y19,5962.66,118,1616.1,6254.26,5671.06
IC1-EMR-26,7785.36,118,1681.0,8088.67,7482.06
AG Square,9229.04,118,512.14,9321.44,9136.63
REEHAN 3,16039.08,118,4723.07,16891.27,15186.88
MOG 184,8105.27,118,2336.66,8526.88,7683.66
Bay Square - 07,10754.19,118,4632.11,11589.98,9918.41
Bay Square - 11,12055.58,118,3988.54,12775.24,11335.92
ORCHID RESIDENCE,8124.12,118,1278.09,8354.73,7893.5
EMAAR TOWER 1,11218.39,117,3943.77,11933.01,10503.77
Mazaya 23,7046.42,117,1133.71,7251.85,6840.99
BEIRUT TOWERS,14161.65,117,1315.46,14400.02,13923.29
MULBERRY at PARK HEIGHTS Building A1,12709.59,117,3226.81,13294.29,12124.88
OPAL TOWER,8672.12,117,1700.64,8980.28,8363.96
Mazaya 8,6686.02,117,5003.63,7592.69,5779.35
X18,6657.18,117,1579.15,6943.32,6371.03
OLYMPIC PARK 6,10961.94,117,0.33,10962.0,10961.88
Y10,5478.41,116,2384.29,5912.31,5044.52
Binghatti Point,6947.41,116,2844.94,7465.14,6429.69
AXIS RESIDENCES ONE 4,7658.41,116,2904.83,8187.03,7129.78
THE V TOWER,9149.75,116,531.93,9246.56,9052.95
Bluewaters Residences 4,25538.55,116,9157.04,27204.96,23872.14
N15,5930.05,116,1817.82,6260.85,5599.24
AXIS RESIDENCES ONE 1,7553.4,116,3112.28,8119.78,6987.02
X08,6208.92,116,1702.41,6518.73,5899.12
Azizi Riviera 46,20959.67,116,2955.79,21497.57,20421.77
X17,6509.58,116,2028.02,6878.64,6140.51
Y05,6182.85,116,1562.66,6467.23,5898.48
Socio Tower 2,14700.03,116,604.64,14810.06,14589.99
MOG 189,6811.0,115,1588.0,7101.24,6520.76
AL THAMAM 55,8122.92,115,2225.39,8529.65,7716.18
The Cove II Building 4,22574.94,115,2706.61,23069.63,22080.25
AL THAMAM 43,8068.22,115,1984.11,8430.86,7705.59
DRAGON VIEW,8525.01,115,1538.36,8806.18,8243.84
MAG 555,8940.36,115,1460.78,9207.35,8673.37
MARINA SUITES,7764.79,115,3070.05,8325.9,7203.67
INDIGO SPECTRUM 2,6480.1,115,2108.04,6865.39,6094.82
TALA 1,6276.28,115,1898.37,6623.25,5929.32
Azizi Riviera 20,16406.3,115,2654.14,16891.4,15921.2
Celestial Heights Polaris ,12769.49,115,533.27,12866.96,12672.03
ECLIPSE TOWER,9672.99,115,7776.76,11094.36,8251.63
CREEK HEIGHTS,26211.8,115,5998.61,27308.17,25115.43
N-09,6454.24,115,1582.92,6743.55,6164.93
Azizi Riviera 37,16350.19,115,2165.97,16746.07,15954.32
MED 50,7176.23,115,1608.39,7470.19,6882.26
Avenue Residence 2,8739.55,114,1890.3,9086.55,8392.54
Arabian,7754.28,114,2515.47,8216.04,7292.51
Binghatti Crest,9080.1,114,1055.18,9273.8,8886.4
GERMAN SUPREME TOWER 2,13862.92,114,1285.3,14098.86,13626.97
Y2,5975.02,114,1256.97,6205.76,5744.27
K04,5894.96,114,1968.33,6256.29,5533.63
JHCEF,11241.01,114,2512.45,11702.23,10779.8
AURORA TOWER,9993.41,114,1256.68,10224.1,9762.72
Madinat Jumeirah Living Lamtara 3,19416.56,114,5061.67,20345.73,18487.38
J03,5647.32,114,1668.62,5953.63,5341.01
Massakin Block A,7478.35,113,1742.69,7799.67,7157.03
ZENITH TOWER A2,10652.74,113,6691.13,11886.46,9419.02
MOG 226,6367.88,113,1860.32,6710.89,6024.87
ALSIDIR 3,7935.61,113,3587.72,8597.12,7274.1
VIRIDIS A,12822.16,113,1792.54,13152.67,12491.65
L13,6287.42,113,1530.46,6569.61,6005.23
MAZAYA 30,7293.37,113,1459.6,7562.5,7024.25
X21,6781.94,113,1935.86,7138.87,6425.0
MAG 505,9419.05,113,1414.93,9679.93,9158.16
D06,4559.32,113,1453.1,4827.24,4291.39
Azizi Riviera 23,17374.95,113,2756.87,17883.27,16866.64
MAG 560,9117.5,112,1163.2,9332.92,8902.07
MAGNOLIA,9192.73,112,1720.81,9511.43,8874.04
MONARCH RESIDENCY,21738.23,112,11314.63,23833.73,19642.73
MAG 565,9174.92,112,1282.98,9412.53,8937.31
O03,5745.3,112,1525.79,6027.88,5462.72
X03,6423.95,111,2010.51,6797.98,6049.93
IC1-EMR-05,7535.43,111,2085.56,7923.41,7147.44
MAG 510,9116.31,111,1648.37,9422.97,8809.66
The Pulse Boulevard Apartments - C3,7358.28,111,1047.91,7553.23,7163.34
Bluewaters Residences 7,26356.4,111,9390.54,28103.37,24609.43
MARLOWE HOUSE 2,8370.45,111,1834.67,8711.77,8029.14
NUR,27236.6,111,4585.82,28089.72,26383.47
ALSIDIR 4,8023.17,110,3475.17,8672.61,7373.74
P18,6491.93,110,2646.42,6986.49,5997.37
M05,5458.46,110,1368.77,5714.26,5202.67
ALGHAF 2,8174.22,110,3615.48,8849.88,7498.56
VIEWS 1,9180.7,110,3492.44,9833.36,8528.04
BD BLVD Plaza T2,33608.16,110,14326.75,36285.53,30930.8
Turquoise ,24676.98,110,3264.73,25287.09,24066.87
X14,7218.12,110,2157.5,7621.31,6814.93
Massakin Block G,7557.7,110,2039.05,7938.75,7176.65
Massakin Block F,7694.24,110,1874.25,8044.5,7343.99
NEWBRIDGE HILL 2,8521.75,110,1526.72,8807.06,8236.44
OLIVZ RESIDENCE BLOCK 2,9288.9,110,486.11,9379.74,9198.05
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 14",18059.07,110,1044.14,18254.19,17863.94
Massakin Block C,7563.66,110,1838.32,7907.2,7220.12
AL BADIA RESIDENCES BUILDINGS 11,11464.63,110,3169.54,12056.95,10872.31
I10,5923.24,110,2001.67,6297.31,5549.17
IC1-EMR-02,8571.93,110,1678.48,8885.6,8258.26
IC1-EMR-01,8031.48,110,1823.29,8372.21,7690.75
I09,5418.23,110,1356.27,5671.69,5164.77
SHERLOCK CIRCUS 3,7820.5,110,1852.74,8166.73,7474.26
T10,5488.83,110,1301.7,5732.09,5245.57
DEC TOWERS T3,9897.43,109,3040.99,10468.33,9326.54
D08,6539.06,109,1853.85,6887.09,6191.03
ALGHAF 1,8395.76,109,3514.37,9055.53,7735.99
P11,5387.1,109,1755.0,5716.57,5057.63
ZAAFARAN 3,18256.55,109,6735.6,19521.05,16992.05
AL RAMTH 37,8723.06,109,2509.81,9194.23,8251.88
AL SIDIR 2,7824.51,109,3349.01,8453.24,7195.79
VIRIDIS B,12202.51,109,2127.05,12601.83,11803.19
MULBERRY at PARK HEIGHTS Building B2,11864.34,109,2970.72,12422.04,11306.63
UNIESTATE MILLENNIUM TOWER,7105.62,108,2642.07,7603.92,6607.33
The Pulse Boulevard Apartments - C1,7708.04,108,660.21,7832.55,7583.52
IC1-EMR-14,7500.08,108,1631.74,7807.83,7192.33
MAZAYA 28,2596071.25,108,3978753.12,3346468.42,1845674.09
Three Towers A-1,6512.11,108,1478.43,6790.94,6233.28
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 11",19493.65,108,808.75,19646.18,19341.12
NAVITAS ( E )@AKOYA OXYGEN,14689.93,108,713.08,14824.42,14555.44
REEHAN 4,14991.71,108,4795.68,15896.19,14087.24
ZANZEBEEL 3,16142.05,108,4315.49,16955.95,15328.14
Citywalk Residential Building 6A,15930.65,108,2463.0,16395.18,15466.13
RITAJ G,5803.26,108,1695.34,6123.01,5483.52
Ascot Residences,11170.52,108,1133.18,11384.24,10956.8
L07,5588.3,108,1023.54,5781.34,5395.26
PLATINUM RESIDENCE 2,8689.33,108,2175.56,9099.64,8279.02
MISKA 4,16884.81,108,5423.47,17907.68,15861.93
J06,5248.56,107,1119.89,5460.76,5036.36
I6,6167.73,107,1207.48,6396.53,5938.94
FOX HILL 4,7653.09,107,2286.72,8086.38,7219.8
Park Point Building D,13324.61,107,2337.19,13767.46,12881.76
YANSOON 6,16329.02,107,5432.41,17358.36,15299.69
F08,6041.58,107,1750.05,6373.18,5709.98
Park Point Building B,13915.36,107,2211.21,14334.34,13496.38
AL BARSHA SOUTH BUILDING,10017.84,107,1839.58,10366.4,9669.28
ZAAFARAN 2,17285.04,107,5600.99,18346.31,16223.76
GREEN DIAMOND 1 A,7930.42,107,1685.45,8249.78,7611.06
Shamal Waves,6781.46,107,3558.69,7455.77,6107.16
C15,6314.01,107,2181.3,6727.33,5900.7
Azizi Riviera 11,15724.98,107,4307.01,16541.07,14908.89
LYNX BUSINESS,7207.88,107,2393.7,7661.44,6754.32
AL BADIA RESIDENCES BUILDINGS 8,11765.67,107,3588.38,12445.6,11085.75
Dubai Pearl West Tower,29560.54,107,13012.84,32026.22,27094.86
Belgravia Heights I,10552.94,107,1287.53,10796.9,10308.98
Z05,6184.04,107,1488.99,6466.18,5901.91
MAG 930,13005.21,106,1317.19,13255.96,12754.45
YANSOON 4,15406.74,106,4925.85,16344.48,14469.0
N08,5007.54,106,1833.11,5356.51,4658.57
Viridian,20470.86,106,1770.2,20807.86,20133.86
Island Park II,18604.7,106,1731.99,18934.42,18274.97
Celestial Heights Orion ,10917.29,106,807.22,11070.96,10763.61
Seascape - Building 1,19465.57,106,1906.6,19828.53,19102.6
UNIEESTATE SUPREME RESIDENCE,15003.11,106,1809.41,15347.57,14658.65
Y16,6240.49,106,1786.08,6580.51,5900.47
MAZAYA 13,7079.46,106,1489.87,7363.09,6795.84
AXIS RESIDENCES ONE 3,7735.8,106,2685.71,8247.08,7224.51
J07,5344.32,106,2199.68,5763.08,4925.56
DIAMOND BUSINESS CENTER 2,9183.0,105,2738.64,9706.84,8659.17
IC1-EMR-16,7892.24,105,1444.83,8168.6,7615.88
Azizi Riviera 12,15744.22,105,4482.03,16601.53,14886.91
ARIA,9706.18,105,1333.7,9961.28,9451.07
ZAAFARAN 1,15831.24,105,5165.14,16819.2,14843.27
U24,5388.08,105,1280.54,5633.01,5143.14
Luxury Family Residence,16110.7,105,1458.3,16389.64,15831.76
Azizi Riviera 10,14811.35,105,2604.53,15309.54,14313.17
PRIME GARDENS,11337.83,105,1090.58,11546.44,11129.23
S05,4941.67,105,1484.6,5225.64,4657.7
FOX HILL 8,8303.76,105,3578.98,8988.33,7619.18
Azizi Riviera 6,16390.52,105,3783.3,17114.18,15666.87
Citywalk Residential Building 5,17832.79,105,3932.3,18584.94,17080.63
X09,6352.91,104,1922.35,6722.37,5983.44
P03,5839.49,104,1209.57,6071.96,5607.02
CITY APARTMENTS,7482.68,104,1932.29,7854.05,7111.3
REEHAN 5,15969.91,104,4768.56,16886.4,15053.42
X19,6281.24,104,1557.45,6580.57,5981.9
Azizi Riviera 28,16371.88,104,3754.24,17093.42,15650.34
YANSOON 3,17285.34,104,5870.32,18413.58,16157.1
P17,5753.0,104,1770.77,6093.33,5412.67
DAMAC HILLS - GOLF PANORAMA - TOWER B,10967.72,104,3236.1,11589.68,10345.77
ALI BABA,8659.04,104,1331.01,8914.85,8403.23
Myrtle,21075.16,104,1612.22,21385.02,20765.3
Rufi Twin Tower A,9401.68,104,3517.89,10077.79,8725.56
The Cove II Building 9,23424.93,104,2634.31,23931.23,22918.63
ALLADIN TOWER,8133.29,104,1461.16,8414.11,7852.46
Bluewaters Bay - Building 1,42928.08,104,6034.06,44087.78,41768.37
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 13",18360.67,104,919.15,18537.33,18184.02
MAG 525,7830.12,104,1772.28,8170.74,7489.5
OLIVZ RESIDENCE BLOCK 3,8695.49,104,369.3,8766.47,8624.52
AL THAMAM 5,9084.52,104,2176.77,9502.88,8666.16
Massakin Block B,7801.24,104,1898.16,8166.06,7436.43
Golf Promenade 2 - B,12933.99,104,3029.1,13516.17,12351.82
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 16",17648.56,104,2218.06,18074.86,17222.27
Bluewaters Residences 8,27141.63,103,9187.87,28916.04,25367.23
ROYAL BAY,18981.59,103,6299.96,20198.27,17764.91
LINKS GOLF,12591.82,103,4769.74,13512.97,11670.66
BLVD CRESCENT Tower 2,17834.96,103,4890.6,18779.46,16890.46
GHANIMA,7401.35,103,3112.46,8002.44,6800.26
Golf Promenade 2 - A,13045.17,103,3731.03,13765.72,12324.62
KAMOON 2,15309.86,103,4819.83,16240.69,14379.03
ALSIDIR 1,7648.76,103,3714.23,8366.07,6931.45
KENSINGTON WATERS A,17341.46,103,1368.67,17605.78,17077.13
X02,6482.26,102,1855.59,6842.37,6122.15
SERENIA RESIDENCES BUILDING C,23793.28,102,6502.29,25055.18,22531.39
FOX HILL 2,8162.53,102,4977.31,9128.47,7196.58
AL THAMAM 3,8428.77,102,2246.52,8864.75,7992.79
SINDBAD,7061.06,102,2181.03,7484.33,6637.79
COTE D'AZUR - N,37878.52,102,4888.4,38827.21,36929.83
BOUTIQUE XII,14372.07,102,1443.75,14652.26,14091.88
VIEWS 2,9042.25,101,3276.17,9681.19,8403.31
MAZAYA 27,8079.16,101,8501.38,9737.16,6421.16
IC1-EMR-24,8722.95,101,2010.12,9114.98,8330.92
MAG EYE 910,11944.9,101,1851.54,12306.01,11583.8
Bluewaters Residences 2,28144.99,101,10427.36,30178.6,26111.37
MULBERRY II at PARK HEIGHTS Building B2,12879.05,101,2613.28,13388.71,12369.39
NORTON COURT 4,8179.61,101,3192.18,8802.17,7557.04
AXIS RESIDENCES ONE  2,8179.77,101,3080.92,8780.63,7578.9
SHERLOCK CIRCUS 2,7805.73,101,1719.5,8141.08,7470.38
SAAM VEGA,16604.48,101,1114.77,16821.9,16387.07
SHEFFIELD CLASSIQUE,23416.34,101,8845.86,25141.52,21691.15
J8,12530.88,101,2832.99,13083.39,11978.37
AL RAMTH 45,8748.04,100,2639.5,9265.39,8230.7
NIKI LAUDA B,15835.51,100,786.4,15989.64,15681.37
